C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.14CEST22:27:39

 IdentList
----------

 # ;typed ident;            identifier             ;typ;             all types             ;     coord1 (ICRS,J2000/2000)      ;      coord4 (Gal,J2000/2000)      ;        pm         ;  plx  ; radvel  ;  redshift  ;    cz    ;Mag U ;Mag B ;Mag V ;Mag R ;Mag I ;  spec. type   ;morph. type;#bib;#not
---;-----------;-----------------------------------;---;-----------------------------------;-----------------------------------;-----------------------------------;-------------------;-------;---------;------------;----------;------;------;------;------;------;---------------;-----------;----;----
330;HD 108874  ;HD 108874                          ;PM*;*,*iC,PM*,IR                       ;187.6120073012808 +22.8798279463250;253.5707263812757 +83.6246160545308;127.453 -90.120    ;  16.77;-30.05   ;-0.000100   ;-30.05    ;     ~; 9.49 ;     ~; 8.3  ;     ~;G9V            ;~ ~ ~      ; 137;   1
331;HD 117207  ;HD 117207                          ;PM*;*,PM*,PM*,PM*,IR                   ;202.3379707626687 -35.5709961883983;311.5524452299480 +26.6653105530099;-205.954 -71.515   ;  30.88;-17.41   ;-0.000058   ;-17.41    ;     ~; 7.98 ; 7.25 ;     ~;     ~;G7IV-V         ;~ ~ ~      ; 104;   1
332;HD 86081   ;HD 86081                           ;PM*;*,*,PM*,IR                         ;149.0246605363013 -03.8084231425772;242.2007518142266 +37.6096894415061; -67.001 15.999    ;   9.59;30.77    ;0.000103    ;30.78     ;     ~; 9.34 ; 8.70 ;     ~;     ~;G1V            ;~ ~ ~      ;  58;   1
333;HD 46375   ;HD 46375                           ;PM*;**,*,*iC,PM*,IR                    ;098.3025941390946 +05.4629243883161;205.9916176239112 -01.5458541384616;111.477 -96.918    ;  33.81;-0.98    ;-0.000003   ;-0.98     ;     ~; 8.70 ; 7.84 ;     ~;     ~;K1IV           ;~ ~ ~      ; 207;   2
334;HIP 91258  ;BD+61 1762                         ;PM*;*,PM*,PM*,IR                       ;279.2214759133946 +61.7025043265075;091.3622500863014 +25.3573987104334;-39.489 -231.747   ;  21.76;-9.59    ;-0.000032   ;-9.59     ;     ~;     ~;     ~; 8.1  ;     ~;G5             ;~ ~ ~      ;  17;   1
335;HD 190360  ;HD 190360                          ;PM*;**,*,*,PM*,PM*,PM*,Ro*,IR,UV       ;300.9058537771158 +29.8968042586100;067.4109007975948 -00.6724616935231;683.341 -525.675   ;  62.44;-45.25   ;-0.000151   ;-45.25    ;     ~; 6.44 ;     ~; 5.2  ;     ~;G7IV-V         ;~ ~ ~      ; 388;   1
336;HD 190647  ;HD 190647                          ;PM*;*,PM*,IR                           ;301.8319575802863 -35.5386329409861;005.6614791729977 -30.0324455710767;-26.622 -206.859   ;  18.33;-40.32   ;-0.000134   ;-40.32    ;     ~; 8.54 ; 7.78 ;     ~;     ~;G5V            ;~ ~ ~      ;  66;   1
337;HD 47186   ;HD 47186                           ;PM*;*,PM*,PM*,IR                       ;099.0366163328775 -27.6222963516703;236.5028406296207 -15.3067673573074;21.586 -262.948    ;  26.67;4.24     ;0.000014    ;4.24      ;     ~; 8.36 ; 7.63 ;     ~;     ~;G6V            ;~ ~ ~      ; 109;   1
338;HD 79498   ;HD 79498                           ;PM*;**,*,PM*,IR                        ;138.7891765995850 +23.3755491941833;204.7022026689836 +41.3219325822138;-127.312 -155.619  ;  20.40;19.88    ;0.000066    ;19.88     ;     ~;     ~;     ~; 7.6  ;     ~;G5             ;~ ~ ~      ;  47;   1
339;HD 13724   ;HD 13724                           ;PM*;*,*,PM*,IR                         ;033.0861558282570 -46.8163768467246;269.3342882107994 -64.6864390108699;-30.714 -68.967    ;  22.98;20.50    ;0.000068    ;20.50     ;     ~; 8.56 ; 7.87 ;     ~;     ~;G3/5V          ;~ ~ ~      ;  56;   0
340;HD 196050  ;HD 196050                          ;** ;**,*,*                             ;309.4654576606413 -60.6344853613600;335.9189731458012 -36.3595863322585;-191.122 -64.922   ;  19.71;61.37    ;0.000205    ;61.38     ;     ~; 8.16 ; 7.49 ;     ~;     ~;G3V            ;~ ~ ~      ; 120;   2
341;HD 196067  ;* mu.02 Oct                        ;PM*;**,**,*,*,PM*,PM*,IR               ;310.4337535170258 -75.3508013568961;318.4441242121357 -33.0485216695221;156.596 -162.079   ;  25.01;-10.99   ;-0.000037   ;-10.99    ;     ~; 7.05 ; 6.44 ;     ~;     ~;G0V            ;~ ~ ~      ;  39;   1
342;HD 17156   ;HD 17156                           ;PM*;*,*,PM*,IR                         ;042.4353612254883 +71.7532311660122;131.9898380733100 +10.9936528660942; 90.982 -33.197    ;  12.78;-3.38    ;-0.000011   ;-3.38     ;     ~; 8.78 ; 8.16 ;     ~;     ~;G0             ;~ ~ ~      ; 145;   2
343;HD 99492   ;* 83 Leo B                         ;PM*;**,*,*,PM*,IR                      ;171.6928269569650 +03.0063214060972;259.2795234209033 +58.5083862076932;-728.277 188.526   ;  54.91;3.59     ;0.000012    ;3.59      ; 9.467; 8.554; 7.530; 6.97 ; 6.508;K3             ;~ ~ ~      ; 171;   1
344;HD 75784   ;HD 75784                           ;PM*;*,PM*,IR                           ;133.0997570386055 +13.2334362262671;214.2814988880600 +32.7315338201984;-119.403 -88.592   ;  11.68;45.64    ;0.000152    ;45.64     ; 9.740; 8.840; 7.850;     ~;     ~;G5             ;~ ~ ~      ;  30;   0
345;HD 180053  ;HD 180053                          ;*  ;*,IR                               ;288.4008906326557 +34.9145415503400;066.6889347549145 +10.9826226315315; -10.135 28.850    ;   7.27;-5.72    ;-0.000019   ;-5.72     ;     ~; 8.85 ; 7.93 ;     ~;     ~;K0             ;~ ~ ~      ;  11;   0
346;HD 216770  ;HD 216770                          ;PM*;*,PM*,IR                           ;343.9737841724871 -26.6587633355803;027.3087005329829 -64.2911015310786;226.442 -177.741   ;  27.25;31.14    ;0.000104    ;31.14     ;     ~; 8.92 ; 8.10 ;     ~;     ~;G9VCN+1        ;~ ~ ~      ; 109;   1
347;HD 98736   ;HD 98736                           ;PM*;**,*,*,PM*,IR                      ;170.4555933689783 +18.1900063906108;231.6479120284357 +67.5236279070546;-151.997 -92.481   ;  30.79;-3.37    ;-0.000011   ;-3.37     ;     ~;     ~;     ~; 8.69 ;     ~;K0             ;~ ~ ~      ;  58;   0
348;HD 216437  ;* rho Ind                          ;PM*;*,PM*,IR                           ;343.6645123520058 -70.0737101694558;316.2723248536786 -43.9054669610600; -43.479 73.028    ;  37.44;-2.05    ;-0.000007   ;-2.05     ; 6.95 ; 6.71 ; 6.05 ;     ~;     ~;G1VFe+0.3      ;~ ~ ~      ; 167;   1
349;HD 125612  ;HD 125612                          ;PM*;**,*,*,PM*,IR                      ;215.2229902907604 -17.4815246671667;331.3899583577796 +40.3955322957988;-60.258 -67.373    ;  17.33;-18.24   ;-0.000061   ;-18.24    ;     ~; 8.93 ; 8.32 ;     ~;     ~;G3V            ;~ ~ ~      ;  88;   1
350;HD 164509  ;HD 164509                          ;*  ;*,*,IR                             ;270.3801149567133 +00.1045562793536;027.2636782029688 +11.1365270233939; -7.864 -20.380    ;  18.80;13.68    ;0.000046    ;13.68     ;     ~; 8.723; 8.103; 7.85 ;     ~;G2V            ;~ ~ ~      ;  47;   1
351;HD 216435  ;* tau01 Gru                        ;PM*;*,*,PM*,IR,UV                      ;343.4080509490625 -48.5982846232006;341.6934911459593 -58.7099050013774;218.016 -80.961    ;  30.29;-1.05    ;-0.000004   ;-1.05     ; 6.85 ; 6.66 ; 6.04 ;     ~;     ~;G0V            ;~ ~ ~      ; 167;   1
352;HD 148164  ;HD 148164                          ;PM*;*,PM*,IR                           ;246.4355573066094 +11.9190661833908;027.0508521375255 +37.6774894483026;  -88.510 1.570    ;  12.93;-64.73   ;-0.000216   ;-64.72    ;     ~; 8.78 ; 8.21 ;     ~;     ~;F8             ;~ ~ ~      ;  25;   0
353;HD 147873  ;HD 147873                          ;*  ;**,*,IR                            ;246.4381438070471 -33.5671235769108;345.9852608116872 +10.8457588225278;-18.708 -22.797    ;   9.14;22.92    ;0.000076    ;22.92     ;     ~; 8.56 ; 7.98 ;     ~;     ~;G1V            ;~ ~ ~      ;  34;   0
354;HD 19994   ;* 94 Cet                           ;PM*;**,*,*,PM*,PM*,IR,UV               ;048.1934871152508 -01.1960971767447;181.5040913693665 -47.3416611780687;193.250 -69.293    ;  44.37;19.39    ;0.000065    ;19.39     ;     ~; 5.631; 5.070;     ~;     ~;F8.5V          ;~ ~ ~      ; 404;   1
355;HD 128356  ;HD 128356                          ;PM*;*,PM*,IR                           ;219.2703672534625 -25.8025717511911;330.8718342091351 +31.2752257299479;-18.393 -139.590   ;  38.21;39.92    ;0.000133    ;39.92     ;     ~; 9.30 ; 8.26 ;     ~;     ~;K2.5IV         ;~ ~ ~      ;  30;   0
356;HD 215497  ;HD 215497                          ;PM*;*,PM*,IR                           ;341.6531415013292 -56.5995356827189;331.2953902727218 -53.1027322084292;-54.660 -61.028    ;  24.63;49.24    ;0.000164    ;49.24     ;     ~; 9.92 ; 8.95 ;     ~;     ~;K3V            ;~ ~ ~      ;  41;   1
357;HD 38801   ;HD 38801                           ;PM*;*,PM*,PM*,IR                       ;086.9965653820087 -08.3276998455369;213.2677141547402 -17.8630914913802;-57.742 -75.650    ;  10.91;-25.10   ;-0.000084   ;-25.10    ;     ~; 9.14 ; 8.27 ;     ~;     ~;G8IV           ;~ ~ ~      ;  37;   1
358;HIP 65407  ;BD+49 2212                         ;PM*;*,PM*,IR                           ;201.0876623373607 +48.8851006942700;108.7990450385711 +67.3301230756339;  0.101 -85.576    ;  16.16;-8.77    ;-0.000029   ;-8.77     ;     ~;10.20 ; 9.42 ;     ~;     ~;K0             ;~ ~ ~      ;  12;   0
359;HD 100777  ;HD 100777                          ;*  ;*,IR                               ;173.9646793029771 -04.7556947837061;270.2852811236820 +53.2570668293422; -11.353 35.358    ;  20.16;1.17     ;0.000004    ;1.17      ;     ~; 9.19 ; 8.42 ;     ~;     ~;G8V            ;~ ~ ~      ;  51;   1
360;HD 66428   ;HD 66428                           ;PM*;*,PM*,IR                           ;120.8694484147300 -01.1627108969714;222.4261782717216 +15.4180212478200;-65.726 -206.937   ;  18.74;44.13    ;0.000147    ;44.14     ;     ~; 8.97 ; 8.26 ;     ~;     ~;G8IV(+G)       ;~ ~ ~      ; 101;   1
361;HD 134987  ;* 23 Lib                           ;PM*;*,PM*,PM*,IR,UV                    ;228.3694462888213 -25.3093485275275;339.1861110517978 +27.3863656418581;-400.308 -75.160   ;  38.17;5.08     ;0.000017    ;5.08      ;     ~; 7.168; 6.46 ; 6.43 ;     ~;G6IV-V         ;~ ~ ~      ; 257;   1
362;HD 154672  ;HD 154672                          ;PM*;*,PM*,IR                           ;257.5204602476717 -56.4492703369111;333.3853144856622 -09.7591154613827;30.390 -123.968    ;  15.83;-3.85    ;-0.000013   ;-3.85     ;     ~; 8.91 ; 8.20 ;     ~;     ~;G3IV           ;~ ~ ~      ;  44;   1
363;HD 148156  ;HD 148156                          ;PM*;*,*,PM*,IR                         ;247.0720192443492 -46.3176287161767;337.0226387613151 +01.7015880650228;  45.591 27.928    ;  17.48;-1.81    ;-0.000006   ;-1.81     ;     ~; 8.26 ; 7.69 ;     ~;     ~;G0/2V          ;~ ~ ~      ;  55;   1
364;HD 67087   ;HD 67087                           ;*  ;*,IR                               ;121.9156505851709 +31.5513176336656;190.1174446981336 +29.0924479292012;-16.505 -37.693    ;  13.04;0.62     ;0.000002    ;0.62      ;     ~; 8.55 ; 8.04 ;     ~;     ~;F8V            ;~ ~ ~      ;  25;   0
365;HD 27894   ;HD 27894                           ;PM*;*,PM*,PM*,IR                       ;065.1960267404112 -59.4108397504850;270.1016894522820 -42.0098028149643;182.313 269.911    ;  22.79;82.79    ;0.000276    ;82.80     ;     ~;10.42 ; 9.42 ;     ~;     ~;K2V            ;~ ~ ~      ;  64;   1
366;HD 95872   ;HD 95872                           ;PM*;*,PM*,IR                           ;165.8670435073038 -22.0939847114675;272.3362560065174 +34.2840745740427;-250.469 -80.257   ;  13.82;1.72     ;0.000006    ;1.72      ;     ~;10.78 ; 9.89 ;     ~;     ~;K0V            ;~ ~ ~      ;  12;   0
367;HD 217850  ;HD 217850                          ;PM*;*,PM*,IR                           ;345.6528181899749 +58.8759827101997;109.2597904224522 -01.0764660635526;-19.138 -124.094   ;  15.17;7.30     ;0.000024    ;7.30      ;     ~; 9.30 ; 8.50 ;     ~;     ~;G8V            ;~ ~ ~      ;  17;   0
368;HIP 14810  ;BD+20 518                          ;PM*;*,PM*,IR                           ;047.8092925091233 +21.0973590818303;161.5509254623061 -31.0945726595820; -3.784 -53.154    ;  19.78;-4.75    ;-0.000016   ;-4.75     ;     ~; 9.26 ; 8.50 ;     ~;     ~;G5             ;~ ~ ~      ;  89;   1
369;HD 73526   ;HD 73526                           ;PM*;*,PM*,PM*,IR                       ;129.3186812370479 -41.3191075933294;260.6811262683382 -00.1857920676528;-61.097 158.982    ;  10.26;26.38    ;0.000088    ;26.38     ;     ~; 9.69 ; 9.00 ;     ~;     ~;G6V            ;~ ~ ~      ; 168;   2
370;HD 109749  ;HD 109749                          ;PM*;**,*,PM*,IR                        ;189.3182441979775 -40.8121178806233;300.0422414298718 +21.9801422334169;-157.374 -6.481    ;  15.82;-13.20   ;-0.000044   ;-13.20    ;     ~; 8.864; 8.208; 8.96 ;     ~;G3V            ;~ ~ ~      ;  74;   1
371;HD 82943   ;HD 82943                           ;PM*;*,*,PM*,IR                         ;143.7113967868521 -12.1295453619731;245.8425989042013 +28.2511795354955; 1.513 -174.718    ;  36.22;8.10     ;0.000027    ;8.10      ;     ~; 7.17 ; 6.53 ;     ~;     ~;F9VFe+0.5      ;~ ~ ~      ; 403;   2
372;HD 186641  ;HD 186641                          ;RG*;*,RG*,IR                           ;296.4219779246279 -00.6966458159606;038.5781815026978 -12.3707133901356; 33.152 -54.240    ;   9.75;-63.46   ;-0.000212   ;-63.45    ;     ~; 8.34 ; 7.34 ;     ~;     ~;K0/1III        ;~ ~ ~      ;  15;   0
373;HD 1397    ;HD 1397                            ;PM*;*,PM*,IR                           ;004.4464677863273 -66.3589066954035;308.2155968788600 -50.4227024154439;  64.763 -5.056    ;  12.54;30.75    ;0.000103    ;30.75     ;     ~; 8.56 ; 7.78 ;     ~;     ~;G5III/IV       ;~ ~ ~      ;  14;   0
374;HD 80606   ;HD 80606                           ;PM*;**,*,PM*,V*,IR                     ;140.6565706158771 +50.6037319246278;167.4291951259107 +44.3112253030251;  55.933 10.340    ;  15.02;3.97     ;0.000013    ;3.97      ;     ~; 9.78 ; 9.00 ;     ~;     ~;G5             ;~ ~ ~      ; 288;   1
375;HD 134606  ;HD 134606                          ;PM*;*,PM*,PM*,PM*,IR                   ;228.8126845483471 -70.5196233185481;314.4346502993702 -10.9309174255740;-177.748 -164.774  ;  37.30;1.98     ;0.000007    ;1.98      ;     ~; 7.61 ; 6.854; 6.69 ; 8.89 ;G6IV           ;~ ~ ~      ;  68;   1
376;HD 179079  ;HD 179079                          ;PM*;*,PM*,IR                           ;287.7909527130646 -02.6383853109939;032.8276376405814 -05.5903899187510;-134.422 -89.424   ;  14.32;19.55    ;0.000065    ;19.55     ;     ~; 8.66 ; 7.96 ;     ~;     ~;G5IV           ;~ ~ ~      ;  52;   1
377;HD 92788   ;HD 92788                           ;PM*;*,PM*,IR                           ;160.7022002742854 -02.1837561379978;251.2071619453253 +47.3522738825538;-15.128 -223.230   ;  28.83;-4.46    ;-0.000015   ;-4.45     ;     ~; 8.01 ; 7.30 ;     ~;     ~;G6V            ;~ ~ ~      ; 195;   1
378;HD 68402   ;HD 68402                           ;PM*;*,PM*,IR                           ;121.3487135466925 -74.4104130163611;287.0549960535544 -21.3066024615861; -78.186 78.935    ;  12.72;11.60    ;0.000039    ;11.60     ;     ~; 9.77 ; 9.09 ;     ~;     ~;G5IV/V         ;~ ~ ~      ;  17;   0
379;HD 196885 A;HD 196885                          ;PM*;**,*,*,PM*,IR,UV                   ;309.9661471428688 +11.2496396975397;056.3094501348530 -17.9854237442249;  71.470 89.165    ;  29.24;-30.80   ;-0.000103   ;-30.80    ;     ~; 6.92 ; 6.385; 6.32 ;     ~;F8V            ;~ ~ ~      ; 160;   1
380;HD 233731  ;HD 233731                          ;PM*;*,PM*,IR                           ;155.6816351577946 +50.1283509604244;163.6472350349846 +53.5666987919222; -26.182 83.727    ;  12.20;12.63    ;0.000042    ;12.63     ;     ~;10.62 ; 9.76 ; 9.44 ;     ~;G5             ;~ ~ ~      ;  30;   1
381;HD 154088  ;HD 154088                          ;PM*;*,PM*,PM*,IR                       ;256.1160133603975 -28.5826777216767;355.2372546819601 +07.6735155817266;83.229 -268.601    ;  54.71;14.23    ;0.000047    ;14.23     ;     ~; 7.411; 6.584;     ~;     ~;K0IV-V         ;~ ~ ~      ; 104;   1
382;HD 7199    ;HD 7199                            ;PM*;*,PM*,PM*,IR                       ;017.6967558124788 -66.1881639156250;299.8425099176436 -50.8238618359293;110.513 -123.283   ;  27.63;5.63     ;0.000019    ;5.63      ;     ~; 8.89 ; 8.03 ;     ~;     ~;K1IV           ;~ ~ ~      ;  60;   1
383;HD 77338   ;HD 77338                           ;PM*;*,PM*,PM*,IR                       ;135.3020572920613 -25.5270648081697;251.3628784713284 +13.5521715649686;39.870 -271.616    ;  21.74;8.02     ;0.000027    ;8.02      ;     ~; 9.47 ; 8.59 ;     ~;     ~;K0IV           ;~ ~ ~      ;  53;   1
384;HD 37605   ;HD 37605                           ;PM*;*,PM*,PM*,PM*,IR                   ;085.0072003851983 +06.0605762001967;199.1044271493918 -12.8953270980504;52.466 -247.255    ;  21.35;-21.81   ;-0.000073   ;-21.81    ;     ~; 9.52 ;     ~; 8.1  ;     ~;K0             ;~ ~ ~      ;  90;   1
385;HD 175167  ;HD 175167                          ;PM*;*,PM*,IR                           ;285.0034772597054 -69.9442418045797;325.3628029923903 -26.0879798166806;-7.044 -191.511    ;  14.04;4.81     ;0.000016    ;4.81      ;     ~; 8.78 ; 8.000; 7.89 ; 8.86 ;G5IV/V         ;~ ~ ~      ;  26;   1
386;HD 45350   ;HD 45350                           ;PM*;*,PM*,IR                           ;097.1904630199400 +38.9629619018783;175.3879222036001 +12.6134663985063;-42.774 -53.514    ;  21.31;-20.67   ;-0.000069   ;-20.67    ;     ~; 8.62 ; 7.88 ;     ~;     ~;G5             ;~ ~ ~      ;  85;   1
387;HD 102117  ;HD 102117                          ;PM*;*,PM*,IR                           ;176.2102535173196 -58.7037101166936;294.3603753791487 +03.0553168143444;-63.555 -70.439    ;  25.24;49.53    ;0.000165    ;49.53     ;     ~; 8.20 ; 7.45 ;     ~;     ~;G6V            ;~ ~ ~      ;  95;   1
388;HD 80653   ;HD 80653                           ;*  ;*,*,IR                             ;140.3392332064933 +14.3679294496741;216.4996440088164 +39.6245441004307;-33.463 -14.008    ;   9.07;8.49     ;0.000028    ;8.49      ;     ~;10.12 ; 9.45 ;     ~;     ~;G2             ;~ ~ ~      ;   3;   0
389;HD 30562   ;HD 30562                           ;PM*;*,*,*,PM*,PM*,IR,UV                ;072.1516044435358 -05.6740428591078;203.3962976523379 -29.8240510939029;311.420 -249.057   ;  38.20;77.24    ;0.000258    ;77.25     ;     ~; 6.40 ; 5.77 ;     ~;     ~;G2IV           ;~ ~ ~      ; 219;   1
390;HD 224693  ;HD 224693                          ;PM*;*,*,PM*,IR                         ;359.9742983943183 -22.4281155399544;052.0190667881086 -77.4012442571291; 147.125 26.853    ;  10.67;1.37     ;0.000005    ;1.37      ;     ~; 8.87 ; 8.22 ;     ~;     ~;G2V            ;~ ~ ~      ;  60;   1
391;HD 45652   ;HD 45652                           ;PM*;*,PM*,PM*,IR                       ;097.3049661355442 +10.9338905759525;200.6838530072650 +00.1093592493933;206.328 -62.573    ;  28.66;-5.04    ;-0.000017   ;-5.04     ;     ~;     ~;     ~; 7.6  ;     ~;K5             ;~ ~ ~      ;  49;   1
392;HD 221585  ;HD 221585                          ;PM*;*,PM*,PM*,PM*,IR                   ;353.2251930674371 +63.1554820492808;114.2009212491172 +01.6228031814934; 439.148 30.765    ;  17.88;6.35     ;0.000021    ;6.35      ;     ~; 8.18 ;     ~; 7.0  ;     ~;G8IV           ;~ ~ ~      ;  52;   0
393;HD 202206  ;HD 202206                          ;PM*;*,PM*                              ;318.7407020644776 -20.7892117671217;027.9500590584318 -40.5045904549562;-39.079 -119.999   ;  21.73;14.68    ;0.000049    ;14.68     ;     ~; 8.79 ; 8.07 ;     ~;     ~;G6V            ;~ ~ ~      ; 192;   1
394;HD 152079  ;HD 152079                          ;PM*;*,PM*,IR                           ;253.3739002891450 -46.3329556837058;339.8922819136183 -01.5689183424820;-107.278 -93.478   ;  11.35;-21.34   ;-0.000071   ;-21.34    ;     ~; 9.91 ; 9.16 ;     ~;     ~;G6V            ;~ ~ ~      ;  44;   1
395;HD 221420  ;HD 221420                          ;*  ;*,*,IR                             ;353.3315787141442 -77.3853321840859;308.3154583938854 -38.9147755146394;   16.304 0.833    ;  32.08;26.50    ;0.000088    ;26.51     ;     ~; 6.488; 5.806;     ~;     ~;G2IV-V         ;~ ~ ~      ;  89;   0
================================================================================

<hr><p>
