recno,Star,S/N,pop,[CuI/Fe],e_[CuI/Fe],o_[CuI/Fe],[ZnI/Fe],e_[ZnI/Fe],o_[ZnI/Fe],[SrI/Fe],e_[SrI/Fe],o_[SrI/Fe],[YII/Fe],e_[YII/Fe],o_[YII/Fe],[ZrI/Fe],e_[ZrI/Fe],o_[ZrI/Fe],[ZrII/Fe],e_[ZrII/Fe],o_[ZrII/Fe],[BaII/Fe],e_[BaII/Fe],o_[BaII/Fe],[CeII/Fe],e_[CeII/Fe],o_[CeII/Fe],[NdII/Fe],e_[NdII/Fe],o_[NdII/Fe],[EuII/Fe],e_[EuII/Fe],o_[EuII/Fe],[AlI/Fe],e_[AlI/Fe],o_[AlI/Fe],[MgI/Fe],e_[MgI/Fe],o_[MgI/Fe],[SiI/Fe],e_[SiI/Fe],o_[SiI/Fe],[CaI/Fe],e_[CaI/Fe],o_[CaI/Fe],[TiI/Fe],e_[TiI/Fe],o_[TiI/Fe],[TiII/Fe],e_[TiII/Fe],o_[TiII/Fe]
357,"  HD224287",63," thin",-0.07,0.06,4,0.02,0.03,3,0.04,0.15,1,0.01,0.05,6,0.14,0.13,3,0.12,0.14,4,0.06,0.04,3,0.09,0.07,4,0.07,0.03,2,,,0,0.04,0.02,2,0.0,0.02,3,0.03,0.03,14,0.06,0.08,12,0.06,0.05,22,0.06,0.05,5
358,"  HD11964A",1387," thin",0.04,0.03,4,-0.07,0.04,3,-0.13,0.03,1,-0.06,0.06,6,0.0,0.11,3,-0.01,0.05,4,-0.09,0.05,3,0.07,0.04,4,0.05,0.03,2,0.06,0.02,1,0.06,0.01,2,0.06,0.03,3,0.02,0.03,14,0.02,0.06,12,0.05,0.03,22,0.06,0.02,5
359,"   HD48611",419," thin",-0.03,0.04,3,0.02,0.03,3,0.04,0.04,1,0.02,0.08,6,0.05,0.11,2,0.14,0.05,4,0.06,0.05,3,0.14,0.03,4,0.14,0.02,2,0.23,0.1,1,0.08,0.0,2,0.08,0.08,3,0.07,0.01,14,0.06,0.06,12,0.12,0.02,22,0.1,0.02,5
360,"  HD123265",354," high",0.17,0.05,4,0.0,0.1,3,-0.06,0.12,1,-0.13,0.07,6,0.01,0.11,3,0.03,0.09,4,-0.15,0.05,3,0.14,0.08,4,-0.04,0.11,2,0.01,0.1,1,0.13,0.02,2,0.11,0.03,3,0.07,0.08,14,-0.01,0.07,12,0.09,0.04,22,0.02,0.01,5
361,"   HD62849",294," thin",-0.06,0.04,4,0.04,0.04,3,-0.08,0.05,1,0.11,0.08,6,0.21,0.15,3,0.03,0.04,4,0.09,0.03,3,0.06,0.07,4,0.07,0.02,2,0.1,0.07,1,0.1,0.02,2,0.03,0.01,3,0.05,0.03,14,0.05,0.04,12,0.06,0.05,22,0.09,0.01,5
362,"  HD165920",351," thin",0.15,0.05,4,-0.06,0.04,3,0.0,0.13,1,-0.05,0.07,6,-0.03,0.15,3,0.07,0.06,4,-0.12,0.07,3,0.09,0.08,4,-0.07,0.11,2,0.15,0.09,1,0.03,0.01,2,-0.03,0.02,3,0.02,0.04,14,-0.07,0.04,12,0.02,0.04,22,0.03,0.04,5
363,"  HD162236",492," thin",-0.03,0.04,4,0.03,0.03,3,0.07,0.04,1,0.01,0.05,6,0.08,0.12,3,0.09,0.03,4,0.01,0.02,3,0.1,0.06,4,0.06,0.02,2,0.06,0.08,1,0.02,0.01,2,0.01,0.02,3,0.02,0.01,14,0.05,0.08,12,0.04,0.03,22,0.0,0.01,5
364,"  HD167359",242," thin",-0.04,0.04,4,0.0,0.02,3,0.12,0.06,1,0.05,0.05,6,0.03,0.1,2,0.13,0.04,4,0.09,0.02,3,0.16,0.03,4,0.15,0.08,2,0.2,0.17,1,0.05,0.01,2,0.01,0.05,3,0.04,0.02,14,0.05,0.09,12,0.08,0.03,22,0.02,0.02,5
365,"  HD102136",90," thin",-0.02,0.03,4,-0.05,0.03,3,0.15,0.1,1,0.09,0.05,6,0.1,0.15,3,0.13,0.05,4,0.1,0.04,3,0.13,0.03,4,0.09,0.04,2,,,0,-0.01,0.08,2,-0.04,0.06,3,0.03,0.02,14,0.04,0.08,12,0.06,0.02,22,-0.02,0.03,5
366,"   HD13252",57," thin",0.05,0.05,4,0.09,0.08,3,-0.05,0.16,1,-0.11,0.07,6,-0.1,0.17,3,-0.14,0.08,4,-0.05,0.05,3,0.03,0.03,4,-0.03,0.03,2,,,0,0.13,0.02,2,0.16,0.19,3,0.02,0.07,14,0.07,0.07,12,0.12,0.04,22,0.0,0.01,5
367,"   HD51608",713," thin",0.0,0.05,4,0.01,0.04,3,-0.04,0.04,1,-0.13,0.03,6,-0.06,0.11,3,0.0,0.04,4,-0.07,0.03,3,0.05,0.05,4,-0.04,0.05,2,0.06,0.05,1,0.12,0.01,2,0.06,0.02,3,0.05,0.02,14,0.07,0.08,12,0.11,0.03,22,0.04,0.02,5
368,"  HD168769",192," thin",-0.09,0.03,4,0.01,0.06,3,0.18,0.08,1,0.07,0.06,6,0.1,0.12,3,0.12,0.07,4,0.13,0.04,3,0.16,0.04,4,0.01,0.03,2,,,0,0.0,0.0,2,-0.04,0.0,3,0.0,0.03,14,0.04,0.06,12,0.05,0.03,22,0.01,0.04,5
369,"  HD222721",70," thin",0.04,0.03,4,0.1,0.04,3,-0.01,0.14,1,-0.06,0.05,6,0.16,0.18,3,0.09,0.06,4,-0.03,0.03,3,-0.03,0.09,4,-0.14,0.03,2,,,0,0.12,0.0,2,0.09,0.08,3,0.07,0.04,14,0.07,0.06,12,0.13,0.04,22,0.07,0.01,5
370,"   HD88885",116," thin",-0.02,0.03,4,0.01,0.04,3,0.08,0.09,1,0.0,0.05,6,0.04,0.13,3,0.16,0.07,4,0.03,0.04,3,0.13,0.03,4,0.01,0.03,2,,,0,0.06,0.0,2,0.05,0.05,3,0.0,0.03,14,0.03,0.08,12,0.05,0.04,22,0.04,0.11,5
371,"  HD219077",326," high",0.07,0.02,4,0.04,0.05,3,-0.08,0.04,1,0.0,0.04,6,0.03,0.14,3,0.04,0.02,4,-0.02,0.02,3,0.1,0.08,4,0.12,0.02,2,0.12,0.1,1,0.17,0.03,2,0.1,0.02,3,0.06,0.01,14,0.05,0.06,12,0.14,0.03,22,0.15,0.01,5
372,"   HD62847",186," thin",-0.08,0.05,4,0.01,0.04,3,0.14,0.06,1,0.06,0.06,6,0.04,0.09,3,0.14,0.02,4,0.14,0.03,3,0.17,0.03,4,0.15,0.04,2,,,0,0.01,0.01,2,0.02,0.02,3,0.01,0.01,14,0.04,0.06,12,0.08,0.03,22,0.03,0.02,5
373,"   HD24892",358,"thick",0.04,0.04,4,0.14,0.04,3,-0.05,0.03,1,0.01,0.03,6,0.07,0.11,3,0.06,0.03,4,0.02,0.02,3,0.07,0.09,4,0.14,0.02,2,0.17,0.07,1,0.21,0.01,2,0.16,0.05,3,0.13,0.01,14,0.1,0.06,12,0.2,0.03,22,0.22,0.01,5
374,"   HD61051",225," high",0.13,0.03,4,0.11,0.05,3,0.04,0.06,1,-0.06,0.05,6,0.08,0.14,3,0.08,0.04,4,-0.05,0.03,3,0.08,0.09,4,0.08,0.04,2,0.26,0.11,1,0.24,0.03,2,0.2,0.04,3,0.1,0.03,14,0.08,0.06,12,0.19,0.03,22,0.13,0.02,5
375,"  HD130322",347," thin",-0.04,0.05,4,-0.01,0.05,3,0.06,0.05,1,-0.01,0.05,6,0.11,0.08,3,0.05,0.03,4,-0.03,0.03,3,0.05,0.04,4,-0.05,0.06,2,-0.01,0.1,1,0.06,0.0,2,0.01,0.01,3,0.03,0.03,14,0.05,0.1,12,0.04,0.03,22,-0.02,0.02,5
376,"   HD44804",293," thin",-0.05,0.02,4,-0.06,0.04,3,0.19,0.06,1,0.06,0.06,6,0.13,0.14,3,0.14,0.04,4,0.11,0.03,3,0.22,0.06,4,0.06,0.04,2,0.11,0.12,1,-0.01,0.02,2,-0.05,0.02,3,0.03,0.05,14,0.04,0.05,12,0.05,0.04,22,-0.02,0.02,5
377,"   HD95533",141," thin",0.13,0.05,4,-0.02,0.06,3,0.16,0.09,1,-0.01,0.06,6,-0.04,0.16,3,0.05,0.09,4,-0.02,0.04,3,0.09,0.07,4,0.0,0.05,2,,,0,0.08,0.0,2,0.01,0.01,3,0.0,0.03,14,0.0,0.06,12,0.09,0.04,22,0.01,0.06,5
378,"   HD73267",345," high",0.1,0.04,4,0.04,0.06,3,0.04,0.06,1,-0.04,0.06,6,-0.05,0.12,3,0.09,0.07,4,-0.05,0.04,3,0.09,0.05,4,0.03,0.05,2,-0.14,0.09,1,0.13,0.01,2,0.06,0.01,3,0.04,0.05,14,0.06,0.08,12,0.13,0.03,22,0.03,0.02,5
379,"  HD154088",684," thin",0.2,0.04,4,-0.02,0.07,3,0.0,0.12,1,-0.04,0.07,6,0.05,0.13,2,0.03,0.06,4,-0.15,0.05,3,0.1,0.06,4,-0.08,0.13,2,0.06,0.05,1,0.09,0.02,2,0.05,0.02,3,0.05,0.05,14,-0.06,0.05,12,0.05,0.03,22,0.0,0.03,5
380,"  HD196397",99," thin",0.13,0.07,4,0.01,0.03,3,0.03,0.16,1,-0.05,0.07,6,-0.07,0.17,3,0.05,0.11,4,-0.12,0.06,3,0.05,0.15,4,-0.05,0.1,2,,,0,0.04,0.01,2,-0.03,0.01,3,0.0,0.04,13,-0.06,0.09,12,0.04,0.03,22,-0.06,0.04,5
381,"     HD870",301," thin",-0.06,0.02,4,0.0,0.03,3,0.15,0.05,1,0.05,0.06,6,0.19,0.09,3,0.12,0.04,4,0.11,0.03,3,0.14,0.04,4,0.08,0.04,2,0.01,0.13,1,0.01,0.01,2,0.01,0.04,3,0.0,0.01,14,0.1,0.07,12,0.08,0.02,22,0.0,0.03,5
382,"   HD98281",1315," thin",0.04,0.02,4,0.06,0.02,3,-0.02,0.03,1,-0.09,0.03,6,0.01,0.12,2,0.05,0.04,4,-0.02,0.02,3,0.05,0.04,4,0.01,0.04,2,0.11,0.03,1,0.11,0.0,2,0.09,0.03,3,0.06,0.02,14,0.1,0.09,12,0.12,0.03,22,0.06,0.01,5
383,"    HD7199",863," high",0.21,0.05,4,-0.02,0.06,3,-0.01,0.12,1,-0.08,0.08,6,0.1,0.13,3,-0.03,0.08,4,-0.22,0.07,3,0.03,0.08,4,-0.12,0.12,2,-0.01,0.05,1,0.09,0.01,2,0.06,0.04,3,0.07,0.06,14,-0.04,0.05,12,0.07,0.04,22,0.05,0.07,5
384," BD-131161",106," thin",0.05,0.06,4,-0.03,0.03,3,0.13,0.1,1,-0.01,0.04,6,-0.05,0.14,3,0.09,0.05,4,-0.06,0.04,3,0.05,0.06,4,-0.04,0.09,2,,,0,0.36,0.36,2,0.04,0.04,3,-0.01,0.04,14,-0.02,0.07,12,0.03,0.04,22,0.02,0.03,5
385,"  HD175607",246,"thick",0.0,0.03,4,0.16,0.02,3,-0.04,0.04,1,-0.06,0.04,6,0.19,0.1,1,0.1,0.02,4,-0.08,0.02,3,-0.02,0.09,4,0.11,0.01,2,0.36,0.17,1,0.29,0.02,2,0.25,0.05,3,0.19,0.03,14,0.2,0.07,12,0.3,0.03,22,0.26,0.04,5
386,"   HD66838",135," thin",0.08,0.04,4,0.04,0.04,3,-0.06,0.09,1,-0.16,0.04,6,-0.1,0.13,3,-0.11,0.05,4,-0.1,0.04,3,-0.08,0.04,4,0.05,0.05,2,,,0,0.03,0.04,2,0.18,0.12,3,0.01,0.02,14,0.0,0.08,12,0.05,0.03,22,-0.01,0.02,5
387,"   HD30278",712," thin",-0.01,0.05,4,-0.02,0.02,3,-0.05,0.05,1,-0.09,0.05,6,0.02,0.1,2,0.03,0.03,4,-0.03,0.03,3,0.05,0.04,4,0.03,0.06,2,0.12,0.06,1,0.09,0.0,2,0.08,0.03,3,0.03,0.01,14,0.07,0.07,12,0.1,0.03,22,0.05,0.01,5
388,"   HD12345",178," thin",0.04,0.03,4,0.07,0.03,3,-0.03,0.07,1,-0.01,0.05,6,0.02,0.13,2,0.07,0.04,4,-0.02,0.03,3,0.06,0.03,4,0.06,0.02,2,,,0,0.09,0.01,2,0.04,0.03,3,0.03,0.01,14,0.02,0.07,12,0.08,0.03,22,0.06,0.02,5
389,"  HD197823",713," thin",0.04,0.04,4,-0.01,0.05,3,0.1,0.05,1,0.01,0.05,6,0.01,0.2,3,0.07,0.04,4,-0.05,0.04,3,0.04,0.04,4,-0.08,0.07,2,0.04,0.06,1,0.02,0.01,2,-0.02,0.01,3,0.03,0.05,14,0.0,0.05,12,0.02,0.03,22,0.0,0.02,5
390,"  HD111515",270,"thick",0.01,0.02,4,0.13,0.03,3,-0.12,0.04,1,-0.1,0.08,6,,,0,0.08,0.09,4,-0.09,0.02,3,-0.05,0.05,4,0.08,0.03,2,0.25,0.16,1,0.25,0.02,2,0.19,0.09,3,0.16,0.02,14,0.17,0.05,12,0.24,0.03,22,0.19,0.02,5
391,"   HD30669",206," thin",0.08,0.06,4,0.01,0.08,3,0.09,0.12,1,-0.06,0.05,6,-0.06,0.13,3,0.05,0.08,4,-0.03,0.05,3,0.08,0.07,4,-0.02,0.05,2,0.06,0.1,1,0.12,0.04,2,0.0,0.01,3,-0.02,0.03,14,-0.02,0.07,12,0.08,0.04,22,0.03,0.04,5
392,"   HD86171",414," thin",-0.07,0.05,4,-0.01,0.03,3,0.07,0.03,1,0.03,0.05,6,0.11,0.09,3,0.12,0.03,4,0.09,0.02,3,0.17,0.04,4,0.15,0.02,2,0.12,0.1,1,0.04,0.0,2,0.05,0.04,3,0.03,0.01,14,0.09,0.09,12,0.08,0.03,22,0.05,0.02,5
393,"  HIP31639",73,"thick",0.04,0.04,4,0.18,0.04,3,0.05,0.12,1,-0.07,0.09,6,0.31,0.09,2,0.16,0.1,4,-0.06,0.04,3,0.11,0.08,4,,,0,,,0,0.29,0.01,2,0.23,0.06,3,0.18,0.05,14,0.2,0.09,12,0.33,0.05,22,0.28,0.04,5
394,"   HD20794",2033,"thick",0.08,0.02,4,0.16,0.04,3,0.0,0.02,1,-0.08,0.05,6,-0.01,0.16,2,0.1,0.03,4,-0.15,0.03,3,-0.05,0.06,4,0.06,0.03,2,0.19,0.02,1,0.33,0.01,2,0.27,0.06,3,0.2,0.01,14,0.23,0.08,12,0.32,0.03,22,0.24,0.04,5
395,"   HD69830",2012," thin",0.02,0.05,4,0.01,0.03,3,0.05,0.04,1,-0.03,0.05,6,0.09,0.09,2,0.07,0.04,4,-0.05,0.03,3,0.04,0.03,4,-0.01,0.05,2,0.07,0.02,1,0.08,0.0,2,0.04,0.01,3,0.04,0.03,14,0.05,0.07,12,0.08,0.02,22,0.02,0.01,5
396,"  HD144342",178," thin",0.01,0.04,4,-0.03,0.08,3,0.13,0.08,1,0.01,0.07,6,0.12,0.18,3,0.01,0.03,4,-0.01,0.03,3,0.04,0.05,4,0.01,0.05,2,,,0,0.03,0.02,2,-0.02,0.06,3,0.0,0.05,14,0.04,0.07,12,0.04,0.04,22,-0.04,0.03,5
397,"    HD8828",356," thin",0.01,0.05,4,0.02,0.02,3,-0.04,0.05,1,-0.08,0.05,6,-0.01,0.1,2,0.03,0.03,4,-0.05,0.02,3,0.04,0.06,4,0.02,0.03,2,0.11,0.11,1,0.07,0.0,2,0.03,0.02,3,0.02,0.01,14,0.02,0.07,12,0.09,0.02,22,0.02,0.01,5
398," BD-082534",121,"thick",-0.07,0.03,3,0.11,0.04,3,-0.14,0.08,1,-0.11,0.08,6,0.64,0.2,1,0.14,0.05,4,-0.06,0.05,3,-0.05,0.04,4,,,0,,,0,0.12,0.08,2,0.26,0.04,3,0.18,0.05,14,0.26,0.07,12,0.25,0.04,22,0.2,0.03,5
399,"   HD93351",128," thin",0.0,0.05,4,0.0,0.02,3,-0.02,0.08,1,-0.07,0.04,6,0.32,0.17,3,0.09,0.07,4,0.02,0.02,3,0.13,0.06,4,0.03,0.04,2,,,0,0.12,0.01,2,0.06,0.02,3,0.04,0.02,14,0.03,0.06,12,0.08,0.03,22,0.07,0.0,5
400,"   HD97343",431," high",0.06,0.02,4,0.08,0.05,3,-0.07,0.04,1,-0.12,0.04,6,0.05,0.1,3,0.03,0.03,4,-0.1,0.07,3,0.05,0.07,4,0.06,0.02,2,0.06,0.08,1,0.15,0.0,2,0.09,0.03,3,0.06,0.02,14,0.11,0.09,12,0.13,0.03,22,0.07,0.02,5
401,"  HD136894",935," thin",-0.05,0.04,4,-0.02,0.03,3,-0.06,0.04,1,-0.09,0.03,6,0.02,0.1,2,-0.02,0.02,4,-0.03,0.03,3,0.05,0.05,4,0.06,0.02,2,0.09,0.04,1,0.05,0.0,2,0.03,0.03,3,0.01,0.01,14,0.06,0.07,12,0.05,0.03,22,0.02,0.01,5
402,"  HD171587",492," thin",-0.02,0.02,4,0.04,0.05,3,-0.07,0.03,1,-0.05,0.08,6,,,0,0.11,0.03,4,0.05,0.02,3,0.06,0.06,4,0.16,0.03,2,,,0,0.09,0.0,2,0.1,0.03,3,0.07,0.01,14,0.07,0.05,12,0.12,0.03,22,0.08,0.01,5
403,"  HD196761",722," thin",0.02,0.02,4,0.07,0.02,3,-0.03,0.03,1,-0.05,0.05,6,0.0,0.13,2,0.07,0.05,4,-0.01,0.01,3,0.0,0.06,4,0.09,0.02,2,0.09,0.07,1,0.07,0.0,2,0.09,0.06,3,0.05,0.01,14,0.08,0.08,12,0.09,0.03,22,0.03,0.02,5
404,"   HIP1745",108," thin",-0.02,0.05,4,0.07,0.02,3,-0.08,0.09,1,-0.13,0.06,6,0.11,0.14,1,0.05,0.05,4,0.02,0.02,3,0.04,0.06,4,0.04,0.03,2,,,0,0.15,0.04,2,0.06,0.03,3,0.05,0.05,14,0.1,0.06,12,0.12,0.03,22,0.04,0.05,5
405,"  HD145598",200,"thick",-0.07,0.02,3,0.17,0.04,3,0.01,0.05,1,0.01,0.06,6,,,0,0.27,0.03,4,-0.05,0.03,3,-0.09,0.09,4,0.03,0.03,2,,,0,0.29,0.03,2,0.32,0.06,3,0.23,0.02,14,0.24,0.06,12,0.29,0.04,22,0.27,0.05,5
406,"  HD132648",783," thin",-0.01,0.03,4,0.04,0.04,3,0.01,0.03,1,0.0,0.05,6,0.12,0.11,3,0.1,0.03,4,0.06,0.02,3,0.09,0.03,4,0.09,0.02,2,0.1,0.07,1,0.06,0.01,2,0.08,0.03,3,0.05,0.01,14,0.06,0.06,12,0.1,0.03,22,0.07,0.02,5
407,"   HD16297",439," thin",-0.05,0.05,4,-0.06,0.03,3,0.15,0.04,1,0.04,0.04,6,0.11,0.08,3,0.11,0.03,4,0.06,0.03,3,0.11,0.04,4,0.04,0.04,2,0.03,0.09,1,0.0,0.01,2,-0.02,0.03,3,-0.01,0.01,14,0.01,0.05,12,0.05,0.03,22,0.01,0.02,5
408,"  HD216770",538," thin",0.21,0.05,4,0.09,0.08,3,-0.01,0.12,1,-0.09,0.07,6,0.1,0.14,2,-0.02,0.08,4,-0.21,0.08,3,0.03,0.06,4,-0.13,0.12,2,0.02,0.07,1,0.14,0.06,2,0.04,0.02,3,0.07,0.09,14,-0.03,0.06,12,0.06,0.05,22,0.01,0.03,5
409,"   HD14374",470," thin",-0.02,0.02,4,-0.02,0.04,3,0.13,0.04,1,0.04,0.04,6,0.08,0.1,2,0.1,0.04,4,0.08,0.03,3,0.12,0.04,4,0.08,0.03,2,0.03,0.09,1,0.02,0.01,2,-0.02,0.01,3,0.02,0.02,14,0.05,0.09,12,0.06,0.03,22,0.01,0.02,5
410,"  HD150474",127," thin",0.04,0.03,4,-0.01,0.07,3,-0.12,0.09,1,-0.04,0.04,6,0.0,0.13,3,-0.03,0.04,4,-0.03,0.02,3,0.01,0.05,4,0.05,0.05,2,,,0,0.08,0.0,2,0.04,0.04,3,0.03,0.05,14,-0.02,0.05,12,0.03,0.03,22,0.08,0.01,5
411,"   HD85119",639," thin",-0.14,0.04,4,-0.05,0.03,3,0.09,0.04,1,0.08,0.04,6,0.19,0.11,2,0.14,0.03,4,0.19,0.04,3,0.2,0.03,4,0.21,0.02,2,0.13,0.08,1,0.0,0.01,2,0.0,0.03,3,0.02,0.01,14,0.05,0.08,12,0.05,0.04,22,0.01,0.01,5
412,"  HD128431",79," thin",-0.02,0.05,4,0.06,0.05,3,0.02,0.12,1,-0.01,0.03,6,0.12,0.12,2,0.07,0.03,4,0.01,0.03,3,0.04,0.05,4,0.05,0.09,2,,,0,0.07,0.04,2,0.04,0.04,3,0.02,0.07,14,0.01,0.06,12,0.07,0.04,22,0.0,0.01,5
413,"  HD190954",225,"thick",0.03,0.04,4,0.15,0.03,3,-0.13,0.05,1,-0.04,0.05,6,0.18,0.28,3,0.09,0.03,4,-0.09,0.03,3,0.0,0.06,4,0.04,0.05,2,0.01,0.21,1,0.27,0.01,2,0.23,0.05,3,0.16,0.02,14,0.15,0.06,12,0.27,0.03,22,0.24,0.02,5
414,"   HD21693",705," thin",0.04,0.05,4,0.03,0.04,3,0.06,0.04,1,-0.03,0.04,6,0.03,0.1,2,0.03,0.03,4,-0.05,0.03,3,0.01,0.02,4,0.0,0.04,2,0.0,0.06,1,0.06,0.01,2,0.01,0.01,3,0.03,0.02,14,-0.02,0.04,12,0.04,0.03,22,0.0,0.02,5
415,"  HD102843",96," thin",0.09,0.02,4,-0.02,0.03,3,-0.03,0.11,1,-0.14,0.04,6,-0.02,0.13,3,-0.01,0.04,4,-0.05,0.05,3,0.09,0.03,4,-0.02,0.09,2,,,0,0.11,0.0,2,0.04,0.01,3,0.03,0.03,14,0.03,0.11,12,0.08,0.04,22,0.02,0.03,5
416,"   HD63765",856," thin",-0.08,0.05,4,0.0,0.02,3,0.1,0.03,1,0.04,0.04,6,0.12,0.09,2,0.1,0.03,4,0.08,0.02,3,0.09,0.04,4,0.09,0.01,2,0.07,0.05,1,0.0,0.0,2,0.02,0.03,3,0.01,0.01,14,0.07,0.08,12,0.05,0.03,22,0.01,0.01,5
417,"   HD22282",56," thin",0.04,0.03,4,-0.05,0.05,3,-0.07,0.17,1,-0.07,0.11,6,-0.23,0.15,3,0.16,0.09,4,-0.12,0.04,3,0.08,0.05,4,-0.09,0.03,2,,,0,0.22,0.09,2,0.02,0.01,3,0.0,0.04,14,0.0,0.07,12,0.06,0.04,22,-0.02,0.03,5
418,"   HD45364",1104," thin",0.03,0.04,4,0.08,0.03,3,-0.02,0.03,1,-0.06,0.04,6,0.01,0.1,2,0.01,0.04,4,-0.05,0.02,3,0.01,0.04,4,-0.04,0.05,2,0.01,0.04,1,0.1,0.0,2,0.08,0.03,3,0.05,0.01,14,0.06,0.07,12,0.09,0.03,22,0.02,0.02,5
419,"  HD224619",447," thin",0.02,0.04,4,0.05,0.02,3,-0.09,0.03,1,-0.13,0.04,6,0.03,0.1,2,-0.01,0.05,4,-0.08,0.03,3,0.01,0.04,4,0.01,0.03,2,0.09,0.09,1,0.09,0.0,2,0.07,0.03,3,0.05,0.03,14,0.04,0.06,12,0.08,0.02,22,0.03,0.02,5
420,"   HD71835",434," thin",0.0,0.05,4,0.0,0.04,3,0.06,0.04,1,-0.01,0.04,6,0.02,0.12,3,0.05,0.04,4,-0.04,0.03,3,0.03,0.04,4,-0.09,0.09,2,-0.01,0.09,1,0.04,0.01,2,0.0,0.01,3,0.01,0.01,14,0.02,0.05,12,0.02,0.03,22,-0.02,0.02,5
421,"  HD205536",296," thin",0.07,0.02,4,0.08,0.04,3,-0.01,0.05,1,-0.1,0.04,6,0.01,0.13,3,0.0,0.02,4,-0.08,0.03,3,-0.03,0.04,4,0.0,0.04,2,-0.01,0.11,1,0.04,0.01,2,0.01,0.02,3,0.02,0.02,14,-0.02,0.05,12,0.04,0.02,22,0.01,0.02,5
422,"  HD124292",975," thin",0.04,0.02,4,0.07,0.03,3,-0.03,0.03,1,-0.1,0.04,6,0.04,0.11,2,-0.02,0.05,4,-0.07,0.02,3,0.0,0.05,4,-0.05,0.05,2,0.05,0.04,1,0.1,0.0,2,0.08,0.03,3,0.05,0.01,14,0.05,0.05,12,0.08,0.03,22,0.04,0.02,5
423,"   HD89749",114," thin",-0.01,0.03,4,0.03,0.03,3,0.02,0.08,1,-0.06,0.03,6,0.0,0.22,2,0.04,0.05,4,0.05,0.04,3,0.1,0.03,4,0.06,0.03,2,,,0,0.05,0.01,2,0.05,0.03,3,0.03,0.02,14,0.11,0.08,12,0.09,0.03,22,0.02,0.05,5
424,"   HD90711",553," thin",0.19,0.04,4,0.02,0.03,3,-0.01,0.07,1,-0.09,0.05,6,0.05,0.15,3,-0.01,0.06,4,-0.19,0.07,3,0.03,0.06,4,-0.09,0.11,2,0.04,0.06,1,0.06,0.01,2,0.05,0.01,3,0.07,0.07,14,-0.05,0.07,12,0.04,0.04,22,0.02,0.03,5
425,"  HD100508",704," thin",0.26,0.06,4,0.01,0.04,3,0.03,0.13,1,-0.02,0.08,6,0.05,0.18,3,0.01,0.08,4,-0.18,0.11,3,0.07,0.07,4,-0.13,0.16,2,0.09,0.06,1,0.09,0.03,2,-0.03,0.04,3,0.05,0.08,14,-0.07,0.06,12,0.06,0.04,22,0.02,0.04,5
426,"   HD43197",333," thin",0.23,0.05,4,0.03,0.05,3,-0.03,0.08,1,-0.02,0.06,6,0.01,0.14,3,-0.01,0.06,4,-0.15,0.05,3,0.07,0.06,4,-0.11,0.12,2,0.01,0.09,1,0.1,0.05,2,0.01,0.04,3,0.01,0.05,14,-0.08,0.06,12,0.02,0.05,22,0.0,0.04,5
427,"   HD72579",339," thin",0.08,0.07,4,0.05,0.06,3,-0.06,0.05,1,-0.09,0.04,6,0.01,0.17,3,-0.06,0.05,4,-0.11,0.04,3,0.03,0.04,4,-0.12,0.09,2,0.0,0.09,1,0.08,0.01,2,0.1,0.02,3,0.03,0.05,14,0.02,0.09,12,0.04,0.03,22,0.0,0.03,5
428,"  HD157172",723," thin",0.1,0.03,4,0.04,0.06,3,0.07,0.04,1,-0.01,0.04,6,0.04,0.13,3,0.03,0.04,4,-0.06,0.04,3,0.05,0.04,4,-0.08,0.09,2,0.0,0.05,1,0.07,0.0,2,0.02,0.01,3,0.03,0.04,14,-0.01,0.07,12,0.06,0.03,22,0.02,0.02,5
429,"  HD215902",50," thin",-0.03,0.07,4,0.05,0.05,3,0.11,0.19,1,0.11,0.08,6,0.38,0.17,3,0.19,0.14,4,0.17,0.03,3,0.2,0.1,4,0.12,0.03,2,,,0,-0.05,0.05,2,-0.02,0.01,3,0.03,0.05,14,0.07,0.1,12,0.06,0.05,22,0.05,0.03,5
430,"  HD113101",105," high",0.11,0.04,4,0.05,0.05,3,-0.07,0.09,1,-0.07,0.09,6,0.0,0.19,3,0.0,0.04,4,-0.03,0.03,3,0.05,0.05,4,0.02,0.07,2,,,0,0.17,0.01,2,0.16,0.06,3,0.07,0.03,14,0.04,0.08,12,0.15,0.03,22,0.09,0.06,5
431,"  HD151504",510," thin",0.09,0.02,4,0.05,0.03,3,-0.07,0.05,1,-0.1,0.05,6,0.06,0.14,2,-0.02,0.04,4,-0.09,0.05,3,0.09,0.03,4,0.09,0.02,2,0.07,0.06,1,0.12,0.02,2,0.06,0.02,3,0.03,0.03,14,-0.03,0.06,12,0.1,0.02,22,0.02,0.06,5
432,"   HD18386",523," thin",0.08,0.03,4,0.04,0.06,3,0.0,0.05,1,-0.03,0.04,6,0.03,0.14,3,-0.03,0.06,4,-0.1,0.05,3,-0.02,0.06,4,-0.18,0.11,2,0.04,0.07,1,0.02,0.01,2,-0.01,0.0,3,0.06,0.08,14,0.02,0.15,12,0.02,0.03,22,-0.02,0.02,5
