recno,Star,Teff,e_Teff,logg,e_logg,loggHIP,e_loggHIP,[Fe/H],e_[Fe/H],vtur,e_vtur,loggcor,SimbadName,_RA,_DE
330,"BD+062932",5272,37.0,4.43,0.05,4.55,0.3,-0.84,0.04,0.06,0.62,4.52,"BD+062932",220.82488,5.82771
694,"HD134113",5782,22.0,4.25,0.03,4.05,0.12,-0.74,0.02,1.27,0.04,4.21,"HD134113",226.94375,8.87978
968,"HD195633",6154,37.0,4.25,0.05,4.06,0.12,-0.51,0.03,1.47,0.06,4.11,"HD195633",308.09997,6.51757
950,"HD209458",6118,25.0,4.5,0.04,4.36,0.06,0.03,0.02,1.21,0.03,4.37,"HD209458",330.79489,18.88432
981,"HD225297",6181,27.0,4.55,0.03,4.38,0.05,-0.09,0.02,1.24,0.03,4.4,"HD225297",1.26097,-36.01512
153,"HD2025",4851,49.0,4.49,0.13,4.58,0.03,-0.37,0.02,0.51,0.18,4.7,"HD2025",6.10806,-27.02677
404,"HIP1745",5416,26.0,4.39,0.05,4.57,0.1,-0.44,0.02,0.47,0.07,4.44,"HIP1745",5.5169,-24.94498
22,"HIP116374",4527,151.3,4.08,0.54,4.75,0.08,0.0,0.04,0.65,0.35,4.4,"HIP116374",353.71862,-34.66978
329,"HD222335",5271,34.0,4.49,0.05,4.56,0.03,-0.2,0.02,0.83,0.06,4.58,"HD222335",354.96378,-32.74341
202,"HD223121",4958,60.0,4.28,0.16,4.52,0.09,0.06,0.03,0.43,0.19,4.46,"HD223121",356.73249,-31.98182
471,"HD224433",5527,31.0,4.42,0.05,4.53,0.06,0.09,0.02,0.72,0.05,4.44,"HD224433",359.45891,-30.44794
355,"HD223282",5328,19.0,4.49,0.03,4.57,0.06,-0.41,0.01,0.6,0.05,4.56,"HD223282",357.08885,-27.8975
285,"HD283",5135,24.0,4.49,0.07,4.53,0.05,-0.55,0.01,0.47,0.06,4.61,"HD283",1.88559,-23.81872
419,"HD224619",5436,16.0,4.39,0.03,4.48,0.03,-0.2,0.01,0.79,0.03,4.44,"HD224619",359.86847,-20.03471
501,"HD3808",5572,23.0,4.46,0.03,4.41,0.09,-0.17,0.02,0.82,0.03,4.47,"HD3808",10.12754,-27.27635
513,"HD4208",5599,19.0,4.44,0.02,4.46,0.04,-0.28,0.01,0.78,0.03,4.44,"HD4208",11.11104,-26.51568
223,"HD2014",5001,48.5,4.3,0.13,4.57,0.1,-0.06,0.03,0.4,0.15,4.46,"HD2014",6.09179,-24.84882
101,"HIP5158",4708,119.1,4.22,0.33,4.74,0.13,0.18,0.04,0.53,0.35,4.48,"HIP5158",16.50854,-22.45315
338,"HD1171",5293,27.0,4.47,0.04,4.68,0.11,-0.53,0.02,0.48,0.09,4.55,"HD1171",4.00062,-22.4216
226,"HD5349",5010,86.9,3.76,0.2,3.98,0.07,0.45,0.06,0.88,0.14,3.92,"HD5349",13.7991,-16.97156
731,"HD4021",5831,46.0,4.71,0.05,4.56,0.08,0.02,0.03,1.32,0.07,4.66,"HD4021",10.65022,-16.70324
61,"BD-140184",4627,65.3,4.29,0.24,4.52,0.09,-0.25,0.03,0.29,0.3,4.58,"BD-140184",15.0939,-13.59942
534,"HD1979",5626,16.0,4.52,0.02,4.45,0.09,-0.09,0.01,0.74,0.03,4.52,"HD1979",5.98527,-14.34645
713,"HD4307",5812,14.0,4.1,0.02,4.01,0.02,-0.23,0.01,1.22,0.01,4.05,"HD4307",11.36953,-12.88081
266,"HD3569",5093,26.0,4.43,0.06,4.51,0.07,-0.34,0.02,0.39,0.08,4.56,"HD3569",9.6385,-12.17242
855,"HD217958",5970,45.0,4.45,0.07,4.37,0.07,0.28,0.03,1.29,0.05,4.36,"HD217958",346.13696,-25.69111
440,"HD222422",5475,18.0,4.46,0.03,4.5,0.04,-0.12,0.01,0.73,0.03,4.5,"HD222422",355.15772,-18.98889
224,"HD223272",5003,56.0,4.29,0.12,4.48,0.11,0.11,0.04,0.41,0.16,4.45,"HD223272",357.06328,-19.07135
250,"HD221974",5059,94.9,4.23,0.18,4.44,0.13,0.3,0.05,0.52,0.2,4.37,"HD221974",354.19075,-17.2368
1017,"HD215625",6282,30.0,4.58,0.04,4.43,0.07,0.1,0.02,1.35,0.04,4.39,"HD215625",341.70938,-20.79056
847,"HD218504",5962,29.0,4.34,0.03,4.14,0.07,-0.55,0.02,1.21,0.05,4.25,"HD218504",347.17879,-18.75195
667,"HD218885",5763,25.0,4.46,0.06,4.62,0.09,-0.28,0.02,0.8,0.04,4.42,"HD218885",347.92763,-16.90149
805,"HD361",5913,15.0,4.6,0.02,4.51,0.03,-0.12,0.01,1.0,0.02,4.53,"HD361",2.06817,-14.82449
554,"HD223315",5650,24.0,4.44,0.05,4.63,0.08,0.3,0.02,0.89,0.03,4.43,"HD223315",357.15386,-15.21063
788,"HD224817",5894,22.0,4.36,0.02,4.14,0.13,-0.53,0.02,1.13,0.04,4.29,"HD224817",0.24283,-11.82374
969,"HD224578",6158,25.0,4.67,0.04,4.49,0.07,-0.01,0.02,1.13,0.03,4.53,"HD224578",359.76207,-11.9383
840,"HD1388",5954,10.0,4.41,0.02,4.33,0.02,-0.01,0.01,1.13,0.01,4.32,"HD1388",4.4953,-13.45564
497,"HD967",5568,17.0,4.53,0.02,4.39,0.06,-0.68,0.01,0.77,0.04,4.54,"HD967",3.51866,-11.31159
671,"HD1461",5765,18.0,4.38,0.03,4.39,0.02,0.19,0.01,0.97,0.02,4.34,"HD1461",4.67445,-8.053
369,"HD222721",5361,24.0,4.43,0.05,4.46,0.09,-0.31,0.02,0.52,0.05,4.49,"HD222721",355.79132,-12.21894
193,"HD220339",4938,32.0,4.42,0.08,4.55,0.03,-0.37,0.02,0.5,0.1,4.6,"HD220339",350.7704,-10.76424
691,"HD222582",5779,16.0,4.37,0.03,4.35,0.05,-0.01,0.01,1.0,0.02,4.33,"HD222582",355.46471,-5.98576
107,"HD224432",4724,60.2,4.28,0.18,4.53,0.12,-0.03,0.04,0.04,0.83,4.53,"HD224432",359.47989,-7.09267
939,"HD224347",6092,24.0,4.27,0.03,4.18,0.1,-0.42,0.02,1.31,0.04,4.15,"HD224347",359.29234,-5.45998
808,"HD208",5914,20.0,4.47,0.03,4.32,0.06,-0.31,0.02,1.05,0.03,4.39,"HD208",1.7245,-3.62626
633,"HD8406",5726,12.0,4.5,0.01,4.53,0.04,-0.1,0.01,0.87,0.02,4.47,"HD8406",20.75364,-16.48746
340,"HD10700",5310,17.0,4.44,0.03,,,-0.52,0.01,0.55,0.04,4.52,"HD10700",26.01701,-15.93748
901,"HD9782",6023,19.0,4.42,0.02,4.36,0.03,0.09,0.01,1.09,0.02,4.32,"HD9782",23.85962,-13.38103
336,"HD8389A",5283,64.0,4.37,0.12,4.45,0.05,0.34,0.05,1.06,0.12,4.45,"HD8389A",20.76099,-12.96607
39,"BD-130321",4571,102.1,4.2,0.32,4.64,0.08,0.08,0.04,0.39,0.4,4.51,"BD-130321",26.93066,-12.77065
358,"HD11964A",5332,22.0,3.9,0.03,3.91,0.03,0.08,0.02,0.99,0.02,3.97,"HD11964A",29.29003,-10.24243
941,"HD11226",6098,14.0,4.35,0.02,4.25,0.04,0.04,0.01,1.28,0.01,4.23,"HD11226",27.56437,-6.70409
829,"HD7134",5940,14.0,4.41,0.02,4.31,0.04,-0.29,0.01,1.17,0.02,4.33,"HD7134",17.88367,-12.84308
629,"HD6718",5723,15.0,4.44,0.02,4.37,0.06,-0.07,0.01,0.84,0.02,4.41,"HD6718",16.95276,-8.2337
902,"HD7449",6024,13.0,4.51,0.03,4.44,0.03,-0.11,0.01,1.11,0.01,4.41,"HD7449",18.62217,-5.04738
593,"HD8930",5687,28.0,4.52,0.03,4.51,0.06,-0.23,0.02,0.79,0.04,4.5,"HD8930",21.98152,-1.99149
75,"BD-010184",4657,49.0,4.18,0.29,4.56,0.06,-0.34,0.02,0.37,0.2,4.46,"BD-010184",21.28953,-1.05968
91,"HD14635",4685,102.0,4.27,0.27,4.64,0.05,0.0,0.04,0.51,0.32,4.54,"HD14635",35.43507,-6.87953
28,"BD-050484",4548,57.0,4.11,0.29,4.56,0.11,-0.4,0.01,0.05,0.72,4.42,"BD-050484",38.89596,-4.76712
80,"HD13789",4667,104.0,4.29,0.26,4.56,0.05,-0.01,0.07,0.3,0.62,4.56,"HD13789",33.55654,-3.63521
709,"HD16141",5806,17.0,4.19,0.02,4.12,0.05,0.16,0.01,1.11,0.01,4.14,"HD16141",38.83304,-3.5606
335,"HD16536",5282,30.0,4.39,0.06,4.5,0.1,-0.08,0.02,0.7,0.06,4.47,"HD16536",39.74435,-2.58734
889,"HD17548",6011,26.0,4.44,0.02,4.33,0.06,-0.53,0.02,1.18,0.04,4.34,"HD17548",42.21606,-1.50966
409,"HD14374",5425,24.0,4.48,0.04,4.55,0.06,-0.04,0.02,0.81,0.04,4.53,"HD14374",34.81682,-0.77984
655,"HD11505",5752,10.0,4.38,0.02,4.29,0.04,-0.22,0.01,0.99,0.01,4.35,"HD11505",28.27583,-1.32694
564,"HD4915",5658,13.0,4.52,0.03,4.55,0.03,-0.21,0.01,0.9,0.02,4.51,"HD4915",12.7952,-5.03928
909,"HD2567",6038,20.0,4.44,0.03,4.29,0.06,0.22,0.01,1.19,0.02,4.33,"HD2567",7.31713,-5.91049
294,"HD2638",5169,77.0,4.41,0.15,4.55,0.11,0.12,0.05,0.66,0.13,4.51,"HD2638",7.49947,-5.764
639,"HD3964",5729,19.0,4.5,0.04,4.47,0.06,0.05,0.01,0.85,0.02,4.47,"HD3964",10.54074,-3.05638
260,"HD6348",5080,22.0,4.47,0.05,4.54,0.07,-0.59,0.01,0.33,0.09,4.6,"HD6348",16.1103,-2.36659
397,"HD8828",5403,25.0,4.46,0.03,4.53,0.05,-0.16,0.02,0.72,0.05,4.51,"HD8828",21.75645,-0.15758
1051,"HD3229",6583,45.0,4.14,0.05,3.88,0.03,-0.09,0.03,1.8,0.07,3.82,"HD3229",8.88681,-0.50561
210,"HD211038",4974,17.0,3.67,0.05,3.6,0.03,-0.27,0.01,0.78,0.03,3.84,"HD211038",333.65925,-15.81853
531,"HD216777",5623,13.0,4.51,0.02,4.44,0.06,-0.38,0.01,0.81,0.02,4.51,"HD216777",343.95824,-7.82261
456,"HD210277",5505,27.0,4.3,0.04,4.38,0.02,0.18,0.02,0.86,0.04,4.33,"HD210277",332.37444,-7.54866
836,"HD210752",5951,21.0,4.53,0.03,4.34,0.04,-0.58,0.02,1.2,0.04,4.45,"HD210752",333.18141,-6.46892
578,"HD213575",5671,13.0,4.18,0.02,4.11,0.03,-0.15,0.01,1.02,0.01,4.17,"HD213575",338.14192,-6.46717
137,"HD215152",4803,52.0,4.26,0.15,4.53,0.04,-0.08,0.02,0.28,0.16,4.49,"HD215152",340.83876,-6.40082
92,"HD214998",4687,70.4,4.2,0.18,4.52,0.1,0.09,0.05,0.46,0.24,4.47,"HD214998",340.57198,-5.73312
948,"HD221356",6112,37.0,4.53,0.04,4.42,0.03,-0.2,0.03,1.12,0.05,4.41,"HD221356",352.88126,-4.0874
507,"HD224063",5591,26.0,4.27,0.06,4.38,0.09,0.14,0.02,0.84,0.03,4.28,"HD224063",358.72097,-0.28596
771,"HD221146",5876,24.0,4.27,0.04,4.18,0.05,0.08,0.02,1.09,0.03,4.2,"HD221146",352.37633,-1.03589
265,"HD220256",5090,30.0,4.32,0.09,4.49,0.07,-0.14,0.02,0.53,0.07,4.45,"HD220256",350.59909,-0.41486
853,"HD217786",5966,19.0,4.35,0.04,4.22,0.06,-0.14,0.01,1.12,0.02,4.26,"HD217786",345.78419,-0.42962
200,"HD218249",4956,36.0,4.41,0.08,4.64,0.07,-0.43,0.02,0.33,0.13,4.59,"HD218249",346.63523,-0.19614
869,"HD208672",5986,28.0,4.61,0.03,4.49,0.07,0.13,0.02,1.07,0.03,4.52,"HD208672",329.50458,-5.20419
517,"HD206172",5608,14.0,4.49,0.03,4.59,0.06,-0.24,0.01,0.77,0.02,4.49,"HD206172",325.11566,-2.01758
506,"HD203384",5586,35.0,4.4,0.05,4.48,0.05,0.26,0.02,0.9,0.05,4.41,"HD203384",320.47367,-4.1743
563,"HD202605",5658,25.0,4.49,0.03,4.42,0.08,0.18,0.02,1.02,0.03,4.48,"HD202605",319.25888,-1.07743
915,"HD215257",6052,26.0,4.46,0.02,4.26,0.04,-0.63,0.02,1.4,0.05,4.35,"HD215257",340.96132,3.88684
929,"HD223854",6080,30.0,4.08,0.03,4.0,0.1,-0.54,0.02,1.6,0.05,3.96,"HD223854",358.27872,2.33111
494,"HD41087",5562,25.0,4.52,0.03,4.49,0.07,-0.13,0.02,0.85,0.04,4.53,"HD41087",90.29337,-38.27368
185,"HD40503",4920,58.5,4.35,0.16,4.49,0.06,0.01,0.04,0.52,0.17,4.54,"HD40503",89.36964,-37.84822
625,"HD40865",5719,16.0,4.5,0.03,4.44,0.05,-0.38,0.01,0.87,0.03,4.47,"HD40865",89.98247,-37.05672
555,"HD38078",5651,23.0,4.47,0.05,4.46,0.07,-0.29,0.02,0.62,0.04,4.46,"HD38078",85.34752,-35.71409
418,"HD45364",5434,20.0,4.38,0.03,4.5,0.04,-0.17,0.01,0.71,0.03,4.43,"HD45364",96.41031,-31.48096
426,"HD43197",5449,42.0,4.3,0.08,4.46,0.1,0.36,0.03,0.83,0.06,4.34,"HD43197",93.39859,-29.89726
765,"HD45184",5869,14.0,4.47,0.02,4.45,0.02,0.04,0.01,1.03,0.01,4.41,"HD45184",96.18283,-28.78012
623,"HD37962",5718,15.0,4.48,0.04,4.44,0.03,-0.2,0.01,0.84,0.02,4.45,"HD37962",85.21652,-31.35111
946,"HD38772",6106,32.0,4.37,0.03,4.26,0.05,-0.23,0.02,1.16,0.04,4.25,"HD38772",86.71927,-28.89022
141,"HD35854",4808,56.0,4.35,0.16,4.53,0.03,-0.14,0.02,0.16,0.42,4.58,"HD35854",81.56141,-32.50476
809,"HD38510",5914,37.0,4.32,0.03,4.17,0.07,-0.81,0.02,1.3,0.07,4.24,"HD38510",86.29027,-26.99179
482,"HD38265",5549,16.0,4.43,0.03,4.42,0.07,-0.14,0.01,0.72,0.03,4.45,"HD38265",85.86896,-25.62209
580,"HD47186",5675,21.0,4.36,0.04,4.35,0.04,0.23,0.02,0.93,0.02,4.35,"HD47186",99.03662,-27.6223
117,"HD50590",4760,103.0,4.33,0.24,4.53,0.06,-0.21,0.02,0.09,0.87,4.57,"HD50590",103.2485,-23.1077
393,"HIP31639",5400,25.0,4.53,0.05,4.57,0.1,-0.54,0.02,0.31,0.09,4.58,"HIP31639",99.31097,-25.36105
218,"HD44573",4990,52.0,4.42,0.11,4.56,0.05,-0.07,0.03,0.61,0.12,4.58,"HD44573",95.38803,-22.21475
813,"HD36108",5916,12.0,4.33,0.03,4.16,0.03,-0.21,0.01,1.21,0.01,4.25,"HD36108",82.08762,-22.43392
933,"HD38382",6082,19.0,4.45,0.02,4.4,0.02,0.03,0.01,1.18,0.02,4.33,"HD38382",86.11831,-20.12657
834,"HD37548",5950,21.0,4.26,0.03,4.12,0.06,-0.04,0.02,1.19,0.02,4.18,"HD37548",84.65778,-16.91929
458,"HD37986",5507,38.0,4.29,0.06,4.43,0.04,0.26,0.03,0.92,0.05,4.32,"HD37986",85.47369,-15.63054
791,"HD31527",5898,13.0,4.45,0.02,4.36,0.03,-0.17,0.01,1.09,0.01,4.38,"HD31527",73.90993,-23.24188
1040,"HD33081",6399,89.0,4.56,0.07,4.22,0.05,-0.16,0.06,2.47,0.24,4.32,"HD33081",76.78612,-17.29992
276,"HD34688",5104,32.0,4.34,0.08,4.56,0.08,-0.22,0.02,0.54,0.08,4.47,"HD34688",79.67831,-14.01846
384,"BD-131161",5389,26.0,4.37,0.05,4.54,0.1,0.09,0.02,0.68,0.05,4.43,"BD-131161",82.20141,-13.54235
50,"HD45977",4598,111.4,4.27,0.37,4.55,0.06,0.11,0.06,0.16,0.55,4.57,"HD45977",97.53043,-11.80894
672,"HD44219",5766,18.0,4.2,0.03,4.2,0.06,0.04,0.01,1.06,0.02,4.16,"HD44219",95.05968,-10.72501
9,"BD-091261",4471,86.8,4.39,0.34,4.73,0.1,-0.76,0.07,0.18,0.7,4.73,"BD-091261",88.64216,-9.39272
769,"HD38277",5871,10.0,4.34,0.02,4.18,0.04,-0.07,0.01,1.1,0.01,4.28,"HD38277",86.07332,-10.01673
906,"HD36379",6030,14.0,4.3,0.02,4.1,0.04,-0.17,0.01,1.29,0.02,4.2,"HD36379",82.74975,-10.08108
472,"HD40397",5527,20.0,4.39,0.04,4.4,0.02,-0.13,0.01,0.83,0.03,4.41,"HD40397",89.58974,-4.65066
641,"HD38858",5733,12.0,4.51,0.01,4.48,0.02,-0.22,0.01,0.94,0.02,4.48,"HD38858",87.14558,-4.09465
628,"HD59711A",5722,13.0,4.46,0.02,4.41,0.04,-0.12,0.01,0.86,0.02,4.43,"HD59711A",112.66672,-15.99459
642,"HD56274",5734,22.0,4.51,0.03,4.5,0.04,-0.54,0.02,0.94,0.04,4.48,"HD56274",108.96165,-13.04948
47,"HD57568",4593,91.2,4.23,0.25,4.66,0.08,-0.48,0.04,0.24,0.3,4.53,"HD57568",110.34452,-12.63724
729,"HD62128",5828,25.0,4.22,0.03,4.19,0.06,0.33,0.02,1.16,0.02,4.17,"HD62128",115.50824,-11.8527
64,"HD52919",4628,100.0,4.43,0.28,4.62,0.04,-0.09,0.05,0.26,0.53,4.72,"HD52919",105.67882,-6.79923
848,"HD59984",5962,27.0,4.18,0.02,4.01,0.03,-0.69,0.02,1.45,0.05,4.09,"HD59984",113.02401,-8.88133
617,"HD61383",5716,14.0,4.2,0.02,4.01,0.05,-0.49,0.01,1.12,0.02,4.17,"HD61383",114.7139,-5.46556
1031,"HD68287",6318,39.0,4.63,0.07,4.38,0.07,0.06,0.03,1.45,0.05,4.42,"HD68287",122.8902,-6.01579
904,"HD71479",6026,18.0,4.42,0.02,4.35,0.03,0.24,0.01,1.19,0.02,4.32,"HD71479",126.89636,-5.14864
665,"HD69611",5762,25.0,4.31,0.03,4.17,0.07,-0.58,0.02,0.99,0.04,4.27,"HD69611",124.37228,-3.98962
819,"HD72659",5926,12.0,4.24,0.01,4.19,0.05,-0.02,0.01,1.13,0.01,4.16,"HD72659",128.51329,-1.56821
605,"HD66428",5705,27.0,4.31,0.06,4.34,0.08,0.25,0.02,0.96,0.03,4.29,"HD66428",120.86945,-1.16271
99,"HD65277",4701,57.0,4.3,0.16,4.58,0.04,-0.3,0.04,0.3,0.37,4.56,"HD65277",119.49077,-0.81442
823,"HD68284",5933,26.0,4.08,0.03,3.91,0.1,-0.5,0.02,1.4,0.04,4.0,"HD68284",122.95662,4.27454
956,"HD52265",6136,31.0,4.36,0.03,4.33,0.02,0.21,0.02,1.32,0.03,4.23,"HD52265",105.07515,-5.36716
750,"HD51754",5848,24.0,4.49,0.02,4.25,0.13,-0.55,0.02,1.05,0.04,4.43,"HD51754",104.66058,-0.48047
717,"HD44420",5818,22.0,4.37,0.03,4.43,0.04,0.29,0.02,1.06,0.03,4.32,"HD44420",95.4314,-0.53913
168,"HD291763",4889,54.6,4.39,0.12,4.45,0.14,-0.66,0.03,0.03,0.38,4.59,"HD291763",97.8463,-1.5707
123,"BD-160931",4773,45.9,4.31,0.12,4.52,0.11,-0.13,0.02,0.48,0.19,4.55,"BD-160931",70.9014,-15.80506
1052,"HD28807",6602,65.0,4.67,0.09,4.29,0.05,0.06,0.04,1.89,0.11,4.34,"HD28807",67.98745,-12.63264
574,"HD28185",5667,23.0,4.42,0.04,4.36,0.05,0.21,0.02,0.94,0.03,4.41,"HD28185",66.60968,-10.55082
20,"HD30523",4514,103.3,4.36,0.38,4.66,0.05,-0.07,0.01,0.08,1.72,4.68,"HD30523",72.00476,-10.93365
716,"HD32724",5818,13.0,4.26,0.02,4.16,0.04,-0.17,0.01,1.14,0.01,4.21,"HD32724",76.19818,-11.69903
333,"HD33725",5274,30.0,4.41,0.05,4.54,0.04,-0.17,0.02,0.71,0.06,4.5,"HD33725",77.97604,-9.11316
912,"HD31822",6042,16.0,4.57,0.03,4.49,0.05,-0.19,0.01,1.15,0.02,4.46,"HD31822",74.64903,-9.3343
895,"HD29980",6019,52.0,4.71,0.05,4.41,0.08,0.12,0.04,1.57,0.07,4.61,"HD29980",70.81837,-9.61811
46,"BD-090872",4592,97.4,4.3,0.38,4.7,0.08,-0.12,0.04,0.45,0.37,4.6,"BD-090872",65.05934,-9.03707
269,"HD26965A",5098,32.0,4.35,0.1,,,-0.36,0.02,0.42,0.09,4.48,"HD26965",63.818,-7.65287
1007,"HD28969",6255,52.0,4.68,0.05,4.45,0.07,-0.01,0.04,1.47,0.07,4.5,"HD28969",68.37025,-7.83861
234,"BD-060904",5025,50.1,4.43,0.1,4.66,0.11,-0.17,0.03,0.28,0.2,4.58,"BD-060904",66.50856,-6.18075
566,"HD28821",5660,13.0,4.38,0.01,4.34,0.04,-0.12,0.01,0.88,0.02,4.37,"HD28821",68.08947,-5.039
892,"HD26887",6016,28.0,4.46,0.02,4.47,0.07,-0.35,0.02,1.0,0.05,4.36,"HD26887",63.71678,-5.39649
36,"HD36003",4568,110.0,4.34,0.28,4.59,0.03,-0.13,0.02,0.24,0.6,4.65,"HD36003",82.10873,-3.49956
457,"HD290327",5505,20.0,4.41,0.03,4.42,0.13,-0.14,0.01,0.73,0.03,4.44,"HD290327",80.83985,-2.27762
178,"HD290038",4914,60.1,4.31,0.15,4.46,0.13,0.03,0.05,0.1,0.42,4.5,"HD290038",77.9032,-1.85567
279,"HD25673",5116,28.0,4.45,0.08,4.55,0.09,-0.51,0.02,0.48,0.08,4.57,"HD25673",61.0846,-4.65513
326,"HD23901",5264,17.0,3.93,0.03,3.87,0.06,-0.4,0.01,0.84,0.02,4.02,"HD23901",57.15808,-4.4213
822,"HD21977",5930,23.0,4.45,0.03,4.4,0.08,0.1,0.02,1.03,0.02,4.37,"HD21977",53.10795,-4.36109
777,"HD22879",5884,33.0,4.52,0.03,4.3,0.02,-0.82,0.02,1.2,0.07,4.45,"HD22879",55.09194,-3.21698
837,"HD23030",5951,35.0,4.37,0.04,4.21,0.09,0.2,0.03,1.22,0.04,4.29,"HD23030",55.42269,-2.8475
158,"HD22918",4866,39.6,3.5,0.09,3.54,0.06,-0.01,0.02,0.71,0.06,3.71,"HD22918",55.19764,-2.33268
98,"HD22897",4701,63.0,4.32,0.2,4.59,0.09,-0.2,0.02,0.02,0.84,4.58,"HD22897",55.1428,-2.22041
674,"HD27063",5767,14.0,4.44,0.03,4.52,0.04,0.05,0.01,0.94,0.02,4.4,"HD27063",64.12601,-0.5728
334,"HD24633",5276,43.0,4.36,0.07,4.38,0.1,-0.04,0.03,0.59,0.08,4.45,"HD24633",58.74206,-1.26326
602,"HD20619",5703,13.0,4.51,0.02,4.45,0.03,-0.22,0.01,0.92,0.02,4.49,"HD20619",49.75789,-2.84319
417,"HD22282",5433,24.0,4.32,0.06,4.36,0.07,0.12,0.02,0.77,0.04,4.37,"HD22282",53.80376,-0.7389
1022,"HD19994",6289,46.0,4.48,0.05,4.16,0.01,0.24,0.03,1.72,0.05,4.28,"HD19994",48.19349,-1.1961
538,"HD108768",5633,23.0,4.45,0.03,4.52,0.1,0.14,0.02,0.86,0.03,4.45,"HD108768",187.48119,-26.42055
448,"HD100289",5483,33.0,4.42,0.05,4.51,0.08,0.03,0.02,0.7,0.05,4.45,"HD100289",173.06016,-31.38292
490,"HD102438",5560,13.0,4.41,0.03,4.45,0.01,-0.29,0.01,0.84,0.02,4.42,"HD102438",176.81587,-30.28651
1016,"HD101612",6281,43.0,4.41,0.03,4.27,0.05,-0.36,0.03,1.17,0.07,4.22,"HD101612",175.34366,-26.66719
595,"HD104982",5692,14.0,4.44,0.02,4.45,0.04,-0.19,0.01,0.91,0.02,4.42,"HD104982",181.30587,-28.71723
658,"HD105004",5756,39.0,4.33,0.03,1.27,9.89,-0.81,0.03,0.8,0.08,4.29,"HD105004",181.35355,-26.59549
7,"HIP59925",4450,69.8,4.12,0.29,4.6,0.09,-0.25,0.01,0.15,0.53,4.47,"HIP59925",184.38354,-24.01859
871,"HD102300",5987,32.0,4.23,0.06,4.16,0.04,-0.31,0.02,1.14,0.04,4.14,"HD102300",176.61475,-24.97624
124,"HD103949",4774,80.0,4.49,0.21,4.59,0.05,-0.07,0.04,0.43,0.31,4.73,"HD103949",179.54877,-23.92389
167,"HD104067",4888,72.0,4.35,0.19,4.53,0.04,-0.04,0.04,0.66,0.17,4.55,"HD104067",179.7917,-20.35378
222,"HD112100",5001,48.2,4.34,0.14,4.56,0.09,-0.18,0.03,0.37,0.16,4.5,"HD112100",193.5685,-25.53444
1057,"CD-2310879",6788,43.0,4.67,0.04,4.7,0.32,-0.24,0.02,1.82,0.09,4.26,"CD-2310879",195.86471,-24.42003
815,"HD109310",5922,19.0,4.55,0.02,4.36,0.07,-0.51,0.01,1.15,0.03,4.47,"HD109310",188.45442,-23.51575
488,"HD115617",5558,19.0,4.36,0.03,4.42,0.01,-0.02,0.01,0.81,0.03,4.37,"HD115617",199.60131,-18.3112
600,"HD116259",5700,16.0,4.21,0.02,4.18,0.06,0.11,0.01,0.99,0.02,4.19,"HD116259",200.68169,-18.0309
86,"HD108564",4675,60.9,4.61,0.16,4.65,0.04,-1.04,0.02,0.28,0.45,4.88,"HD108564",187.07967,-16.91105
706,"HD111031",5801,22.0,4.39,0.03,4.34,0.03,0.27,0.02,1.05,0.02,4.34,"HD111031",191.62852,-11.81245
400,"HD97343",5410,20.0,4.39,0.03,4.43,0.02,-0.06,0.01,0.82,0.03,4.44,"HD97343",168.00496,-26.13667
589,"HD97783",5682,24.0,4.5,0.02,4.32,0.1,-0.73,0.02,0.88,0.04,4.48,"HD97783",168.70805,-23.64665
12,"BD-213153",4491,82.6,4.18,0.31,4.64,0.07,-0.15,0.05,0.5,0.26,4.51,"BD-213153",161.85578,-22.28671
504,"HD94151",5583,19.0,4.38,0.02,4.45,0.05,0.04,0.01,0.83,0.03,4.39,"HD94151",162.91346,-22.07183
930,"HD96276",6080,23.0,4.49,0.03,4.38,0.07,-0.02,0.02,1.12,0.03,4.37,"HD96276",166.46139,-20.40908
377,"HD95533",5366,41.0,4.36,0.06,4.49,0.11,0.16,0.03,0.63,0.07,4.42,"HD95533",165.36274,-19.81946
974,"HD91379",6164,46.0,4.41,0.04,4.48,0.07,-0.29,0.03,0.98,0.07,4.27,"HD91379",158.18522,-19.20175
835,"HD93932",5950,25.0,4.3,0.03,4.22,0.05,0.05,0.02,1.16,0.02,4.22,"HD93932",162.6063,-15.10419
703,"HD105779",5792,16.0,4.51,0.03,4.51,0.08,-0.25,0.01,0.91,0.02,4.47,"HD105779",182.66227,-16.95629
696,"HD109271",5783,18.0,4.28,0.02,4.18,0.07,0.1,0.01,0.97,0.02,4.24,"HD109271",188.39814,-11.62187
351,"HD98356",5322,35.0,4.41,0.06,4.48,0.07,0.1,0.03,0.84,0.06,4.48,"HD98356",169.66544,-10.12619
583,"HD101644",5678,18.0,4.58,0.02,4.47,0.13,-0.56,0.01,0.72,0.04,4.56,"HD101644",175.43771,-6.68453
925,"HD103891",6072,20.0,4.05,0.03,3.85,0.04,-0.19,0.01,1.5,0.02,3.93,"HD103891",179.43876,-8.54871
93,"BD-063481",4690,71.3,4.23,0.21,4.53,0.06,-0.13,0.03,0.3,0.25,4.5,"BD-063481",179.31521,-6.97689
585,"HD106116",5680,15.0,4.39,0.03,4.4,0.03,0.14,0.01,0.91,0.02,4.37,"HD106116",183.12018,-3.08447
640,"HD101339",5731,18.0,4.48,0.02,4.46,0.1,-0.1,0.01,0.88,0.02,4.45,"HD101339",174.91582,-4.98447
